,location,total_sqft,bath,price,bhk
914,Perungalathur,1030,3,62.0,3
915,Perungalathur,1030,3,62.0,3
916,Perungalathur,1030,3,62.0,3
917,Perungalathur,1030,3,62.0,3
918,Perungalathur,1030,3,62.0,3
919,Perungalathur,1030,3,62.0,3
920,Perungalathur,1030,3,62.0,3
921,Perungalathur,1030,3,62.0,3
922,Perungalathur,1030,3,62.0,3
923,Perungalathur,1030,3,62.0,3
924,Perungalathur,1030,3,62.0,3
925,Perungalathur,1030,3,58.0,3
926,Perungalathur,580,2,33.0,2
927,Perungalathur,1200,3,69.6,3
928,Perungalathur,1040,2,60.32,2
929,Perungalathur,934,2,54.17,2
930,Perungalathur,889,2,51.56,2
931,Perungalathur,974,2,53.0,2
932,Perungalathur,1366,3,66.0,3
933,Perungudi,1556,2,131.0,2
934,Perungudi,2550,3,251.0,3
935,Perungudi,2288,3,226.0,3
936,Perungudi,3096,4,306.0,4
937,Perungudi,2256,3,223.0,3
940,Perungudi,1477,2,124.0,2
942,Perungudi,1343,2,113.0,2
944,Perungudi,3252,4,321.0,4
952,Perungudi,1311,2,111.0,2
953,Perungudi,1561,2,131.0,2
954,Perungudi,2429,3,240.0,3
955,Perungudi,1317,2,110.0,2
956,Perungudi,1313,2,111.0,2
958,Perungudi,1583,2,134.0,2
959,Perungudi,1577,2,133.0,2
960,Perungudi,1580,2,133.0,2
961,Perungudi,2398,3,236.0,3
962,Perungudi,3210,4,316.0,4
967,Perungudi,1394,2,118.0,2
968,Perungudi,1392,2,117.0,2
971,Perungudi,1398,2,118.0,2
973,Perungudi,1485,3,137.0,3
975,Perungudi,1188,2,101.0,2
976,Perungudi,598,1,51.37,1
977,Perungudi,1380,3,138.0,3
978,Perungudi,1200,3,120.0,3
979,Perungudi,1200,3,120.0,3
980,Perungudi,1308,3,130.0,3
981,Perungudi,1250,3,125.0,3
982,Perungudi,1044,2,104.0,2
983,Perungudi,1060,2,106.0,2
984,Perungudi,1062,2,106.0,2
985,Perungudi,1370,3,137.0,3
986,Perungudi,1264,3,126.0,3
987,Perungudi,1065,2,106.0,2
988,Perungudi,1060,2,106.0,2
989,Perungudi,1370,3,137.0,3
990,Perungudi,1308,3,130.0,3
991,Perungudi,1308,3,130.0,3
992,Perungudi,1200,3,120.0,3
993,Perungudi,1044,2,104.0,2
994,Perungudi,1200,3,120.0,3
995,Perungudi,1380,3,138.0,3
996,Perungudi,1264,3,126.0,3
997,Perungudi,1250,3,125.0,3
998,Perungudi,1250,3,125.0,3
999,Perungudi,1370,3,137.0,3
1000,Perungudi,1380,3,138.0,3
1001,Perungudi,1308,3,130.0,3
1002,Poonamallee,1637,3,88.39,3
1003,Poonamallee,1473,3,79.54,3
1004,Poonamallee,1002,2,54.1,2
1005,Poonamallee,1418,3,76.57,3
1006,Poonamallee,1473,3,79.54,3
1007,Poonamallee,1002,2,54.1,2
1008,Poonamallee,1418,3,76.57,3
1009,Poonamallee,971,2,52.43,2
1010,Poonamallee,1420,3,76.68,3
1011,Poonamallee,998,2,53.89,2
1012,Poonamallee,997,2,53.83,2
1013,Poonamallee,1634,3,88.23,3
1014,Poonamallee,997,2,53.83,2
1017,Porur,965,2,69.47,2
1018,Porur,1212,2,78.71,2
1019,Porur,923,2,66.44,2
1020,Porur,1287,3,92.65,3
1021,Porur,1085,3,78.1,3
1022,Porur,1027,2,73.93,2
1023,Porur,971,2,69.9,2
1024,Porur,966,2,69.54,2
1026,Porur,956,2,62.09,2
1028,Porur,1248,2,81.05,2
1029,Porur,945,2,61.37,2
1030,Porur,1093,2,70.99,2
1031,Porur,942,2,61.18,2
1032,Porur,1223,2,79.43,2
1034,Porur,1071,2,85.0,2
1035,Porur,1071,2,85.0,2
1036,Porur,965,2,69.47,2
1037,Porur,923,2,66.44,2
1038,Porur,1287,3,92.65,3
1039,Porur,1085,3,78.1,3
1040,Porur,1027,2,73.93,2
1041,Porur,971,2,69.9,2
1042,Porur,966,2,69.54,2
1043,Porur,950,2,66.0,2
1044,Porur,959,2,64.0,2
1045,Porur,1085,3,76.0,3
1046,Pozhichalur,835,2,40.08,2
1047,Pozhichalur,838,2,40.22,2
1048,Pozhichalur,673,2,32.3,2
1049,Pozhichalur,502,1,24.09,1
1050,Pozhichalur,707,2,33.93,2
1051,Pozhichalur,476,1,22.84,1
1052,Pozhichalur,747,2,35.85,2
1053,Pozhichalur,1020,3,50.49,3
1054,Pozhichalur,600,1,29.7,1
1055,Pozhichalur,815,2,40.34,2
1056,Pozhichalur,930,2,46.03,2
1057,Pozhichalur,1000,3,49.5,3
1058,Pozhichalur,690,2,34.15,2
1059,Pozhichalur,975,2,48.26,2
1060,Pozhichalur,800,2,39.6,2
1061,Rajakilpakkam,799,2,43.0,2
1062,Rajakilpakkam,1700,3,95.0,3
1063,Rajakilpakkam,1400,3,78.4,3
1064,Rajakilpakkam,1300,3,72.8,3
1065,Rajakilpakkam,1189,3,66.58,3
1066,Rajakilpakkam,1024,2,57.34,2
1067,Rajakilpakkam,964,2,53.98,2
1068,Rajakilpakkam,826,2,46.25,2
1069,Rajakilpakkam,785,2,43.96,2
1073,Rajakilpakkam,964,2,48.2,2
1074,Rajakilpakkam,900,2,45.0,2
1075,Rajakilpakkam,812,2,40.6,2
1076,Royapettah,994,2,168.0,2
1077,Royapettah,994,2,168.0,2
1078,Royapettah,1440,3,230.0,3
1079,Royapettah,2336,3,385.0,3
1080,Royapettah,4200,3,903.0,3
1081,Royapettah,2961,3,636.0,3
1082,Royapettah,2958,3,635.0,3
1083,Royapettah,2960,4,636.0,4
1084,Royapettah,2957,4,635.0,4
1085,Royapettah,6500,5,1397.0,5
1086,Royapettah,3000,3,645.0,3
1087,Royapettah,3899,3,838.0,3
1088,Royapettah,3135,3,674.0,3
1089,Royapettah,600,1,114.0,1
1090,Royapettah,2959,4,636.0,4
1091,Royapettah,3874,3,832.0,3
1092,Royapettah,6498,5,1397.0,5
1093,Royapettah,3800,3,817.0,3
1094,Royapettah,6617,5,1422.0,5
1095,Royapettah,3139,4,674.0,4
1096,Selaiyur,1760,3,101.0,3
1097,Selaiyur,2544,4,175.0,4
1098,Selaiyur,1030,2,67.32,2
1099,Selaiyur,1030,2,67.32,2
1100,Selaiyur,1226,3,79.71,3
1101,Selaiyur,1226,3,79.71,3
1102,Selaiyur,1030,2,67.32,2
1103,Selaiyur,1030,2,67.32,2
1104,Selaiyur,1226,3,79.71,3
1105,Selaiyur,1226,3,79.71,3
1107,Selaiyur,906,2,43.48,2
1108,Selaiyur,839,2,40.27,2
1132,Selaiyur,905,2,48.87,2
1133,Selaiyur,862,2,46.54,2
1134,Selaiyur,769,2,41.52,2
1135,Selaiyur,818,2,39.26,2
1136,Selaiyur,1269,3,73.6,3
1137,Selaiyur,1191,3,69.07,3
1138,Selaiyur,1070,2,62.06,2
1139,Selaiyur,995,2,57.71,2
1140,Selaiyur,963,2,55.85,2
1141,Selaiyur,894,2,51.85,2
1142,Selaiyur,820,2,47.56,2
1145,Selaiyur,525,1,28.35,1
1146,Sembakkam,1218,3,72.0,3
1147,Sembakkam,960,2,52.5,2
1148,Sembakkam,800,2,44.0,2
1149,Sembakkam,586,1,27.5,1
1150,Sembakkam,586,1,28.0,1
1151,Sembakkam,586,1,28.0,1
1152,Sembakkam,586,1,28.0,1
1153,Sembakkam,586,1,28.0,1
1154,Sembakkam,586,1,28.0,1
1155,Sembakkam,586,1,28.0,1
1156,Sembakkam,586,1,28.0,1
1157,Sembakkam,586,1,28.0,1
1158,Sembakkam,586,1,28.0,1
1159,Sembakkam,586,1,28.0,1
1160,Sembakkam,586,1,28.0,1
1161,Sembakkam,586,1,28.0,1
1162,Sembakkam,586,1,28.0,1
1163,Sembakkam,586,1,28.0,1
1165,Sembakkam,809,2,39.5,2
1166,Sembakkam,809,2,39.5,2
1167,Sembakkam,809,2,39.5,2
1168,Sembakkam,809,2,39.5,2
1169,Sembakkam,809,2,39.5,2
1170,Sembakkam,1020,3,56.1,3
1171,Sembakkam,1100,3,60.5,3
1172,Sembakkam,1117,3,64.78,3
1173,Sembakkam,1400,3,81.2,3
1174,Sembakkam,1400,3,81.2,3
1175,Sembakkam,1291,3,74.87,3
1176,Sembakkam,900,2,52.2,2
1177,Sembakkam,1117,3,64.78,3
1178,Sembakkam,2000,3,120.0,3
1179,Sembakkam,1821,3,100.0,3
1180,Sembakkam,1783,3,95.0,3
1181,Sembakkam,1624,3,90.0,3
1182,Sembakkam,2200,4,140.0,4
1183,Sembakkam,1249,3,73.37,3
1184,Sembakkam,1179,3,69.26,3
1185,Sembakkam,983,2,57.75,2
1186,Sembakkam,861,2,47.94,2
1187,Sembakkam,905,2,54.3,2
1188,Sembakkam,835,2,50.1,2
1191,Sembakkam,981,2,51.01,2
1192,Sembakkam,931,2,48.41,2
1193,Sembakkam,851,2,44.25,2
1194,Sembakkam,800,2,41.6,2
1195,Semmancheri,600,2,27.6,2
1196,Semmancheri,600,2,27.6,2
1197,Semmancheri,700,2,34.0,2
1198,Semmancheri,800,2,39.0,2
1199,Semmancheri,1060,2,47.0,2
1200,Semmancheri,1200,1,46.0,1
1201,Semmancheri,1645,3,77.35,3
1204,Sholinganallur,1004,2,62.75,2
1207,Sholinganallur,1004,2,62.75,2
1214,Sholinganallur,885,2,48.64,2
1216,Sholinganallur,890,2,48.88,2
1217,Sholinganallur,860,2,47.43,2
1218,Sholinganallur,850,2,46.95,2
1219,Sholinganallur,865,2,47.67,2
1221,Sholinganallur,2525,4,138.0,4
1222,Sholinganallur,1365,2,75.07,2
1223,Sholinganallur,1252,2,68.86,2
1225,Sholinganallur,1356,2,74.58,2
1227,Sholinganallur,1171,2,64.4,2
1229,Sholinganallur,1402,2,77.11,2
1230,Sholinganallur,1458,2,80.19,2
1231,Sholinganallur,1285,2,70.67,2
1232,Sholinganallur,2580,4,141.0,4
1236,Sholinganallur,1469,2,80.79,2
1237,Sholinganallur,1264,2,69.52,2
1238,Sholinganallur,1198,2,65.89,2
1239,Sholinganallur,1011,2,63.18,2
1240,Sholinganallur,1011,2,63.18,2
1241,Sholinganallur,877,2,54.81,2
1242,Sholinganallur,877,2,54.81,2
1243,Sholinganallur,1004,2,62.75,2
1244,Sholinganallur,1011,2,63.18,2
1245,Sholinganallur,1004,2,62.75,2
1246,Sholinganallur,877,2,54.81,2
1247,Sholinganallur,1011,2,63.18,2
1248,Sholinganallur,926,2,57.87,2
1249,Sholinganallur,877,2,54.81,2
1250,Sholinganallur,926,2,57.87,2
1251,Sholinganallur,1242,2,63.1,2
1252,Sholinganallur,1242,2,63.1,2
1253,Sholinganallur,604,1,33.71,1
1254,Sholinganallur,603,1,33.66,1
1255,Sholinganallur,1250,2,63.51,2
1256,Sholinganallur,1246,2,63.3,2
1257,Sholinganallur,605,1,33.77,1
1258,Sholinganallur,599,1,33.44,1
1259,Sholinganallur,602,1,33.6,1
1261,Sholinganallur,1237,2,62.85,2
1263,Sholinganallur,1468,2,77.54,2
1264,Sholinganallur,1329,2,70.2,2
1266,Sholinganallur,1351,2,68.64,2
1276,Sholinganallur,1285,2,65.28,2
1277,Sholinganallur,1259,2,63.96,2
1278,Sholinganallur,1270,2,64.52,2
1279,Sholinganallur,1269,2,64.47,2
1282,Sholinganallur,1258,2,56.0,2
1283,Sholinganallur,1708,3,109.0,3
1284,Sholinganallur,919,2,49.0,2
1285,Sholinganallur,1237,2,80.0,2
1286,Sholinganallur,1598,3,97.0,3
1288,Siruseri,1737,3,64.25,3
1289,Siruseri,1640,3,60.66,3
1290,Siruseri,1547,3,57.22,3
1291,Siruseri,1584,3,58.59,3
1292,Siruseri,1487,3,55.0,3
1293,Siruseri,1591,3,58.85,3
1294,Siruseri,600,2,27.0,2
1295,Siruseri,1040,3,39.88,3
1296,Siruseri,1295,2,62.0,2
1297,Siruseri,1655,3,74.47,3
1298,Siruseri,930,2,40.0,2
1299,Siruseri,510,1,23.03,1
1300,Siruseri,824,2,35.02,2
1301,Siruseri,338,1,15.04,1
1302,Siruseri,896,3,38.08,3
1303,Siruseri,764,2,32.98,2
1305,Sithalapakkam,1250,3,64.08,3
1306,Sithalapakkam,1050,2,54.14,2
1308,Sithalapakkam,800,2,39.49,2
1309,Sithalapakkam,1035,2,53.45,2
1310,Sithalapakkam,625,1,29.72,1
1312,Sithalapakkam,660,1,31.28,1
1313,Sithalapakkam,1085,2,55.74,2
1314,Sithalapakkam,1280,2,65.45,2
1315,Sithalapakkam,615,1,29.27,1
1316,Sithalapakkam,1060,2,54.59,2
1317,Sithalapakkam,1015,2,52.54,2
1318,Sithalapakkam,645,1,30.61,1
1319,Sithalapakkam,1065,2,54.82,2
1320,T Nagar,2601,4,455.0,4
1321,T Nagar,3681,4,644.0,4
1322,T Nagar,1520,3,295.0,3
1325,T Nagar,2133,2,362.0,2
1326,T Nagar,2133,3,393.0,3
1327,T Nagar,1484,3,240.0,3
1328,T Nagar,1401,3,245.0,3
1329,T Nagar,2601,3,442.0,3
1330,T Nagar,2601,3,442.0,3
1331,T Nagar,1574,3,244.0,3
1333,T Nagar,1310,3,219.0,3
1335,Thaiyur,1009,2,33.29,2
1337,Thaiyur,1013,2,33.42,2
1338,Thaiyur,605,1,25.0,1
1339,Thaiyur,1552,2,57.4,2
1340,Thaiyur,1700,3,64.6,3
1341,Thaiyur,1552,2,57.4,2
1342,Thaiyur,1700,3,64.6,3
1343,Thaiyur,1050,2,39.88,2
1344,Thaiyur,1001,2,38.02,2
1345,Thaiyur,1246,3,47.33,3
1346,Thaiyur,1061,2,40.3,2
1347,Thaiyur,1328,3,50.45,3
1348,Thaiyur,982,2,37.3,2
1349,Thaiyur,1335,3,50.71,3
1350,Thirumazhisai,885,3,38.0,3
1351,Thirumazhisai,353,1,18.0,1
1352,Thirumazhisai,730,2,31.0,2
1353,Thirumazhisai,849,2,36.0,2
1354,Thirumazhisai,561,2,28.0,2
1355,Thirumazhisai,319,1,16.0,1
1356,Thirumazhisai,300,1,15.36,1
1357,Thirumazhisai,640,1,25.0,1
1358,Thirumazhisai,730,2,28.0,2
1359,Thirumazhisai,849,2,32.0,2
1360,Thirumazhisai,885,3,33.0,3
1361,Thirumullaivoyal,768,2,29.56,2
1362,Thirumullaivoyal,926,3,35.65,3
1363,Thirumullaivoyal,1032,3,39.73,3
1364,Thirumullaivoyal,865,2,33.3,2
1365,Thirumullaivoyal,949,2,36.53,2
1366,Thirumullaivoyal,880,2,33.88,2
1367,Thirumullaivoyal,788,2,29.55,2
1368,Thirumullaivoyal,883,2,33.11,2
1369,Thirumullaivoyal,883,2,33.11,2
1370,Thirumullaivoyal,791,2,29.66,2
1371,Thirumullaivoyal,791,2,29.66,2
1372,Thirumullaivoyal,779,2,29.21,2
1373,Thirumullaivoyal,779,2,29.21,2
1374,Thirumullaivoyal,921,2,34.53,2
1375,Thirumullaivoyal,921,2,34.53,2
1376,Thirumullaivoyal,846,2,31.72,2
1377,Thirumullaivoyal,846,2,31.72,2
1378,Thirumullaivoyal,804,2,30.15,2
1379,Thirumullaivoyal,804,2,30.15,2
1380,Thirumullaivoyal,804,2,30.15,2
1381,Thirumullaivoyal,801,2,30.03,2
1382,Thirumullaivoyal,804,2,30.15,2
1383,Thirumullaivoyal,801,2,30.03,2
1384,Thirumullaivoyal,808,2,30.3,2
1385,Thirumullaivoyal,808,2,30.3,2
1386,Thirumullaivoyal,925,2,34.68,2
1387,Thirumullaivoyal,925,2,34.68,2
1388,Thirumullaivoyal,839,2,31.46,2
1389,Thirumullaivoyal,773,2,28.98,2
1390,Thirumullaivoyal,839,2,31.46,2
1391,Thirumullaivoyal,773,2,28.98,2
1392,Thirumullaivoyal,826,2,30.97,2
1393,Thirumullaivoyal,826,2,30.97,2
1394,Thirumullaivoyal,831,2,31.16,2
1395,Thirumullaivoyal,831,2,31.16,2
1396,Thirumullaivoyal,788,2,29.55,2
1397,Thirumullaivoyal,900,2,35.0,2
1398,Tiruvottiyur,1381,3,65.69,3
1399,Tiruvottiyur,1380,3,65.64,3
1400,Tiruvottiyur,1117,2,53.47,2
1401,Tiruvottiyur,540,1,23.22,1
1403,Tiruvottiyur,586,1,25.19,1
1404,Tiruvottiyur,1064,2,45.75,2
1405,Tiruvottiyur,583,1,25.06,1
1406,Tiruvottiyur,582,1,25.02,1
1407,Tiruvottiyur,1059,2,45.53,2
1408,Tiruvottiyur,1439,3,68.38,3
1409,Tiruvottiyur,1441,3,68.47,3
1410,Tiruvottiyur,1040,2,44.72,2
1411,Tiruvottiyur,1447,3,68.75,3
1412,Tiruvottiyur,1423,3,67.63,3
1413,Tiruvottiyur,1426,3,67.77,3
1414,Tiruvottiyur,1405,3,66.81,3
1415,Tiruvottiyur,1144,2,54.72,2
1416,Tiruvottiyur,1142,2,54.63,2
1417,Tiruvottiyur,1154,2,55.19,2
1418,Tiruvottiyur,1022,2,43.94,2
1419,Tiruvottiyur,1390,3,66.1,3
1420,Tiruvottiyur,1130,2,54.09,2
1421,Tiruvottiyur,550,1,23.65,1
1422,Tiruvottiyur,1394,3,66.3,3
1423,Tiruvottiyur,546,1,23.47,1
1424,Tiruvottiyur,1395,3,66.35,3
1425,Tiruvottiyur,541,1,23.26,1
1426,Tiruvottiyur,544,1,23.39,1
1427,Vadanemmeli,1027,2,70.0,2
1428,Vadanemmeli,1027,2,70.0,2
1429,Vadanemmeli,1027,2,70.0,2
1430,Vadanemmeli,1027,2,70.0,2
1431,Vadanemmeli,1027,2,70.0,2
1432,Vadanemmeli,1027,2,70.0,2
1433,Vadanemmeli,1027,2,70.0,2
1434,Vadanemmeli,1027,2,70.0,2
1435,Vadanemmeli,1027,2,70.0,2
1436,Vadanemmeli,1027,2,70.0,2
1437,Vadanemmeli,1027,2,70.0,2
1438,Vadanemmeli,1027,2,70.0,2
1439,Vadanemmeli,1027,2,70.0,2
1440,Vadanemmeli,1027,2,70.0,2
1441,Vadanemmeli,1027,2,70.0,2
1442,Vadanemmeli,1027,2,70.0,2
1443,Vadanemmeli,1027,2,70.0,2
1444,Vadanemmeli,1027,2,70.0,2
1445,Vadanemmeli,1027,2,70.0,2
1446,Vadanemmeli,1027,2,70.0,2
1447,Vadanemmeli,1027,2,70.0,2
1448,Vadanemmeli,1027,2,70.0,2
1449,Vadanemmeli,1027,2,70.0,2
1450,Vadanemmeli,1027,2,70.0,2
1451,Vadanemmeli,1027,2,70.0,2
1452,Vadanemmeli,1027,2,70.0,2
1454,Vadapalani,1176,2,132.0,2
1455,Vadapalani,1174,2,131.0,2
1457,Vadapalani,1180,2,132.0,2
1462,Vadapalani,1225,2,137.0,2
1463,Vadapalani,1159,2,130.0,2
1466,Vadapalani,1232,2,138.0,2
1469,Vadapalani,1211,2,136.0,2
1471,Vadapalani,1154,2,129.0,2
1474,Vadapalani,1204,2,135.0,2
1476,Vanagaram,920,2,45.99,2
1477,Vanagaram,920,2,45.99,2
1478,Vanagaram,957,2,47.84,2
1479,Vanagaram,957,2,47.84,2
1480,Vanagaram,920,2,45.99,2
1481,Vanagaram,920,2,45.99,2
1482,Vanagaram,957,2,47.84,2
1483,Vanagaram,957,2,47.84,2
1484,Vanagaram,912,2,45.59,2
1485,Vanagaram,912,2,45.59,2
1486,Vanagaram,976,2,48.79,2
1487,Vanagaram,976,2,48.79,2
1488,Vanagaram,925,2,46.24,2
1489,Vanagaram,925,2,46.24,2
1490,Vanagaram,594,1,33.85,1
1491,Vanagaram,588,1,33.51,1
1492,Vanagaram,597,1,34.02,1
1493,Vanagaram,1051,2,57.79,2
1494,Vanagaram,600,2,34.0,2
1495,Vanagaram,1013,2,57.74,2
1496,Vanagaram,1051,2,54.64,2
1497,Vanagaram,1400,3,79.8,3
1498,Vanagaram,1491,3,77.51,3
1499,Vanagaram,1051,2,54.64,2
1500,Vanagaram,1359,3,70.65,3
1501,Vanagaram,1554,3,85.45,3
1502,Velachery,937,2,81.3,2
1503,Velachery,942,2,81.7,2
1504,Velachery,1844,3,200.0,3
1505,Velachery,1028,2,76.0,2
1506,Velachery,1306,2,107.0,2
1507,Velachery,859,2,55.83,2
1508,Velachery,859,2,55.83,2
1509,Velachery,1188,3,100.0,3
1510,Velachery,996,2,84.66,2
1511,Velachery,1010,2,86.0,2
1512,Vengaivasal,1469,3,87.4,3
1513,Vengaivasal,1371,3,81.57,3
1514,Vengaivasal,594,2,35.34,2
1515,Vengaivasal,1484,3,88.29,3
1516,Vengaivasal,591,2,35.16,2
1517,Vengaivasal,598,2,35.58,2
1518,Vengaivasal,601,2,35.75,2
1519,Veppampattu,540,1,19.59,1
1523,Veppampattu,520,1,18.49,1
1524,Veppampattu,900,2,36.0,2
1525,Veppampattu,720,2,26.0,2
1526,Veppampattu,720,2,26.0,2
1527,Veppampattu,720,2,26.0,2
1530,Veppampattu,601,1,22.0,1
1531,Veppampattu,902,2,36.0,2
1532,Veppampattu,1000,2,40.0,2
1533,Veppampattu,900,2,36.0,2
1536,Veppampattu,820,2,30.0,2
1537,Veppampattu,600,1,21.9,1
1538,Veppampattu,600,1,22.0,1
1539,Veppampattu,500,1,16.0,1
1540,Veppampattu,1200,3,45.0,3
1543,Veppampattu,750,2,27.0,2
1544,Veppampattu,720,2,26.0,2
1545,Veppampattu,820,2,30.0,2
1546,Veppampattu,600,1,22.95,1
1547,Veppampattu,601,1,17.9,1
1548,Veppampattu,600,2,24.0,2
1549,Veppampattu,600,1,18.25,1
1550,Veppampattu,700,2,25.9,2
1551,Veppampattu,600,1,22.8,1
1552,Veppampattu,704,2,26.9,2
1555,Veppampattu,703,2,25.99,2
1556,Veppampattu,520,1,19.49,1
1560,Veppampattu,680,2,26.5,2
1562,Veppampattu,600,1,22.5,1
1563,Veppampattu,630,2,22.5,2
1564,Veppampattu,550,1,16.5,1
1565,Veppampattu,600,1,22.75,1
1566,Veppampattu,600,2,22.85,2
1567,Veppampattu,600,1,17.84,1
1570,Veppampattu,720,2,27.0,2
1573,Veppampattu,600,1,21.99,1
1574,Veppampattu,600,1,22.0,1
1575,Veppampattu,800,2,29.0,2
1577,Veppampattu,594,1,23.0,1
1579,Veppampattu,751,2,28.99,2
1580,Veppampattu,701,2,26.99,2
1582,Veppampattu,609,2,22.99,2
1584,Veppampattu,700,2,26.9,2
1585,Veppampattu,700,2,27.0,2
1586,Veppampattu,700,2,25.8,2
1587,Veppampattu,700,2,26.0,2
1588,Veppampattu,600,2,23.0,2
1589,Veppampattu,600,1,22.0,1
1591,Veppampattu,700,2,26.0,2
1592,Veppampattu,725,2,27.0,2
1593,Veppampattu,650,2,25.85,2
1594,Veppampattu,650,2,25.9,2
1595,Veppampattu,700,2,26.5,2
1596,Veppampattu,650,2,26.0,2
1597,Veppampattu,599,1,18.0,1
1605,Veppampattu,603,1,22.25,1
1608,Veppampattu,611,1,18.99,1
1609,Veppampattu,700,2,26.8,2
1610,Veppampattu,600,2,22.8,2
1611,Veppampattu,700,2,26.75,2
1612,Veppampattu,510,1,19.38,1
1613,Veppampattu,1000,2,38.0,2
1614,Veppampattu,600,1,22.8,1
1615,Veppampattu,550,1,20.9,1
1616,Veppampattu,800,2,30.4,2
1617,Veppampattu,650,2,24.7,2
1618,Veppampattu,1200,2,45.6,2
1619,Veppampattu,630,1,23.94,1
1622,Veppampattu,800,2,29.5,2
1623,Veppampattu,800,2,30.0,2
1624,Veppampattu,750,2,27.5,2
1626,Veppampattu,750,2,27.5,2
1627,Veppampattu,750,2,27.5,2
1628,Veppampattu,800,2,30.0,2
1629,Veppampattu,850,2,31.5,2
1630,Veppampattu,900,2,34.0,2
1631,West Mambalam,2650,5,398.0,5
1632,West Mambalam,2650,5,398.0,5
1633,West Mambalam,2650,5,398.0,5
1634,West Mambalam,2650,5,398.0,5
1635,West Mambalam,2650,5,398.0,5
1636,West Mambalam,2650,5,398.0,5
1637,West Mambalam,2650,5,398.0,5
1638,West Mambalam,2650,5,398.0,5
1639,West Mambalam,2650,5,398.0,5
1640,West Mambalam,2650,5,398.0,5
1641,West Mambalam,2650,5,398.0,5
1642,West Mambalam,2650,5,398.0,5
1643,West Mambalam,2650,5,398.0,5
1644,West Mambalam,2650,5,398.0,5
1645,West Mambalam,2650,5,398.0,5
1646,West Mambalam,2650,5,398.0,5
1647,West Mambalam,2650,5,398.0,5
1648,West Mambalam,2650,5,398.0,5
1649,West Mambalam,2650,5,398.0,5
1650,West Mambalam,2650,5,398.0,5
1651,West Mambalam,2650,5,398.0,5
1652,West Mambalam,2650,5,398.0,5
1653,West Mambalam,2650,5,398.0,5
1654,West Mambalam,2650,5,398.0,5
1655,West Mambalam,2650,5,398.0,5
1656,West Mambalam,2650,5,398.0,5
1657,West Mambalam,2650,5,398.0,5
1658,West Mambalam,2650,5,398.0,5
1659,West Mambalam,2650,5,398.0,5
1660,West Mambalam,2650,5,398.0,5
1661,West Mambalam,2650,5,398.0,5
1662,West Mambalam,2650,5,398.0,5
1663,West Mambalam,2650,5,398.0,5
1664,West Mambalam,2650,5,398.0,5
1665,West Mambalam,2650,5,398.0,5
1666,West Mambalam,2650,5,398.0,5
1667,West Mambalam,2650,5,398.0,5
1668,West Mambalam,2650,5,398.0,5
1669,West Mambalam,2650,5,398.0,5
1670,West Mambalam,2650,5,398.0,5
1671,West Mambalam,2650,5,398.0,5
1672,others,2221,3,188.0,3
1673,others,936,3,72.99,3
1676,others,3670,3,330.0,3
1677,others,884,2,48.61,2
1679,others,2221,3,188.0,3
1680,others,1101,3,83.03,3
1683,others,4896,4,440.0,4
1684,others,2221,3,188.0,3
1685,others,2221,3,188.0,3
1698,others,1274,2,64.99,2
1701,others,1280,2,65.3,2
1702,others,1328,2,67.7,2
1705,others,391,1,12.83,1
1706,others,394,1,12.89,1
1707,others,1313,2,72.2,2
1708,others,892,2,49.05,2
1709,others,1178,2,64.77,2
1714,others,5879,5,550.0,5
1715,others,5765,5,550.0,5
1716,others,1112,2,70.0,2
1717,others,1414,3,89.0,3
1718,others,1092,2,69.0,2
1719,others,1358,3,85.0,3
1721,others,900,2,46.0,2
1722,others,1415,3,135.0,3
1723,others,3600,3,370.0,3
1726,others,550,1,52.5,1
1727,others,540,1,26.0,1
1729,others,850,2,75.0,2
1731,others,2640,4,182.0,4
1732,others,850,2,53.0,2
1733,others,850,2,53.0,2
1734,others,905,2,50.0,2
1735,others,1071,2,69.0,2
1737,others,600,2,41.0,2
1738,others,782,1,60.21,1
1739,others,670,2,45.0,2
1742,others,655,2,40.0,2
1743,others,1400,3,100.0,3
1745,others,450,1,15.0,1
1746,others,1253,3,98.0,3
1747,others,997,2,83.0,2
1748,others,1950,3,135.0,3
1750,others,2300,4,160.0,4
1751,others,900,2,65.0,2
1752,others,900,2,65.0,2
1755,others,680,2,40.0,2
1756,others,600,1,19.5,1
1757,others,840,2,45.0,2
1758,others,760,2,40.7,2
1759,others,825,2,47.02,2
1760,others,825,2,47.02,2
1761,others,825,2,47.02,2
1762,others,825,2,47.02,2
1763,others,1400,3,79.8,3
1764,others,4000,4,390.0,4
1766,others,760,2,41.7,2
1767,others,750,2,40.75,2
1770,others,1000,2,55.0,2
1771,others,620,1,35.0,1
1772,others,4361,4,350.0,4
1774,others,1330,2,130.0,2
1776,others,1550,3,147.0,3
1777,others,1150,2,115.0,2
1778,others,1310,2,110.0,2
1779,others,503,1,23.13,1
1783,others,447,1,20.56,1
1784,others,1075,2,57.0,2
1790,others,550,2,43.0,2
1791,others,1238,3,115.0,3
1792,others,652,2,40.0,2
1794,others,2020,3,130.0,3
1795,others,950,3,62.0,3
1796,others,938,2,52.51,2
1797,others,1198,3,67.07,3
1799,others,500,1,18.0,1
1804,others,850,1,28.0,1
1805,others,700,1,25.5,1
1806,others,950,2,54.0,2
1808,others,1390,3,90.0,3
1809,others,1150,2,76.5,2
1810,others,1750,3,150.0,3
